2023-11-28-12-30-33_hotel-import-format-7-xls, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-15.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-16.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-17.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-18.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-19.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-20.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-21.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-22.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-23.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-24.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-25.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-26.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-27.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28. Warning: Hotel Type Keyword does not exists...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Row No-28.  Failed: Hotel Category keyword does not exist...! - 28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
Total Records List. - 28 - Success Entry(0), Failed Entry(28), Updated Entry(0)_28-11-2023 12:30pm, Added by- Bhanu Pratap, IP Address- 122.161.50.161
